Year,Month,Day,DayName,midday,evening 
2025,3,23,Sunday,7772,8605
2025,3,24,Monday,2193,7144
2025,3,25,Tuesday,6090,2577
2025,3,26,Wednesday,5823,2164
2025,3,27,Thursday,6773,1026
2025,3,28,Friday,7738,0144
2025,3,29,Saturday,5486,5655
2025,3,30,Sunday,8371,1085
2025,3,31,Monday,5859,4251
2025,4,1,Tuesday,3177,8365
2025,4,2,Wednesday,8448,0038
2025,4,3,Thursday,3524,8293
2025,4,4,Friday,4490,6587
2025,4,5,Saturday,4440,7495
2025,4,6,Sunday,4752,5423
2025,4,7,Monday,5583,0820
2025,4,8,Tuesday,8962,3338
2025,4,9,Wednesday,7364,3494
2025,4,10,Thursday,4350,3323
2025,4,11,Friday,7174,4213
2025,4,12,Saturday,0554,1630
2025,4,13,Sunday,8777,6481
2025,4,14,Monday,6378,4863
2025,4,15,Tuesday,9673,2203
2025,4,16,Wednesday,2823,3250
2025,4,17,Thursday,7514,4982
2025,4,18,Friday,0110,5991
2025,4,19,Saturday,3037,5982
2025,4,20,Sunday,9941,7483
2025,4,21,Monday,3617,6836
2025,4,22,Tuesday,3972,4704
2025,4,23,Wednesday,1847,0725
2025,4,24,Thursday,3965,3176
2025,4,25,Friday,2573,4047
2025,4,26,Saturday,2765,7040
2025,4,27,Sunday,0142,8080
2025,4,28,Monday,4626,8964
2025,4,29,Tuesday,5417,8095
2025,4,30,Wednesday,6325,5153
2025,5,1,Thursday,8619,2832
2025,5,2,Friday,5881,3188
2025,5,3,Saturday,1648,2456
2025,5,4,Sunday,2950,8240
2025,5,5,Monday,4837,6614
2025,5,6,Tuesday,3831,6221
2025,5,7,Wednesday,6436,9044
2025,5,8,Thursday,9635,0420
2025,5,9,Friday,9485,7575
2025,5,10,Saturday,1565,6315
2025,5,11,Sunday,9863,6273
2025,5,12,Monday,5482,0485
2025,5,13,Tuesday,4665,4647
2025,5,14,Wednesday,8733,1570
2025,5,15,Thursday,0836,3288
2025,5,16,Friday,3169,6224
2025,5,17,Saturday,6601,0961
2025,5,18,Sunday,5961,7408
2025,5,19,Monday,1542,1510
2025,5,20,Tuesday,7224,1961
2025,5,21,Wednesday,6055,5685
2025,5,22,Thursday,6358,0319
2025,5,23,Friday,3024,4219
2025,5,24,Saturday,3946,4275
2025,5,25,Sunday,1979,1222
2025,5,26,Monday,3951,4997
2025,5,27,Tuesday,1730,3845
2025,5,28,Wednesday,7816,5416
2025,5,29,Thursday,3539,1451
2025,5,30,Friday,0888,4798
2025,5,31,Saturday,2455,1843
2025,6,1,Sunday,6928,1056
2025,6,2,Monday,2822,5365
2025,6,3,Tuesday,3927,1448
2025,6,4,Wednesday,9764,4431
2025,6,5,Thursday,0523,4105
2025,6,6,Friday,5658,5026
2025,6,7,Saturday,7924,8274
2025,6,8,Sunday,2163,4782
2025,6,9,Monday,2851,7769
2025,6,10,Tuesday,3315,6975
2025,6,11,Wednesday,1242,6168
2025,6,12,Thursday,3651,9106
2025,6,13,Friday,2995,7897
2025,6,14,Saturday,2679,0057
2025,6,15,Sunday,3369,6716
2025,6,16,Monday,7044,3394
2025,6,17,Tuesday,5461,1482
2025,6,18,Wednesday,6580,6475
2025,6,19,Thursday,2433,3708
2025,6,20,Friday,0721,7420
2025,6,21,Saturday,0809,8377
2025,6,22,Sunday,6302,7249
2025,6,23,Monday,9977,1202
2025,6,24,Tuesday,8894,3233
2025,6,25,Wednesday,8981,3058
2025,6,26,Thursday,5406,9300
2025,6,27,Friday,3843,0725
2025,6,28,Saturday,4826,3494
2025,6,29,Sunday,2424,8131
2025,6,30,Monday,5258,3380
2025,7,1,Tuesday,0635,8666
2025,7,2,Wednesday,6873,4411
2025,7,3,Thursday,3451,9919
2025,7,4,Friday,2787,8026
2025,7,5,Saturday,6499,3482
2025,7,6,Sunday,1197,2033
2025,7,7,Monday,8806,7449
2025,7,8,Tuesday,0656,3480
2025,7,9,Wednesday,0535,5729
2025,7,10,Thursday,0431,3877
2025,7,11,Friday,2422,8531
2025,7,12,Saturday,0223,9505
2025,7,13,Sunday,4100,4121
2025,7,14,Monday,8279,9699
2025,7,15,Tuesday,7743,7887
2025,7,16,Wednesday,3792,5553
2025,7,17,Thursday,1625,4108
2025,7,18,Friday,6826,1231
2025,7,19,Saturday,9924,1822
2025,7,20,Sunday,4290,8527
2025,7,21,Monday,1826,1213
2025,7,22,Tuesday,8069,6719
2025,7,23,Wednesday,0290,9385
2025,7,24,Thursday,0103,9388
2025,7,25,Friday,0677,5271
2025,7,26,Saturday,2525,7358
2025,7,27,Sunday,2221,9839
2025,7,28,Monday,9283,4203
2025,7,29,Tuesday,5528,0931
2025,7,30,Wednesday,8303,2939
2025,7,31,Thursday,0216,6269
2025,8,1,Friday,7145,8220
2025,8,2,Saturday,2682,4048
2025,8,3,Sunday,1963,7444
2025,8,4,Monday,4744,1282
2025,8,5,Tuesday,1920,6026
2025,8,6,Wednesday,1695,5120
2025,8,7,Thursday,8088,1805
2025,8,8,Friday,8019,0213
2025,8,9,Saturday,5615,9521
2025,8,10,Sunday,9393,3984
2025,8,11,Monday,6419,4885
2025,8,12,Tuesday,7487,1207
2025,8,13,Wednesday,0435,9448
2025,8,14,Thursday,6465,7456
2025,8,15,Friday,6089,9517
2025,8,16,Saturday,8879,1885
2025,8,17,Sunday,7048,4517
2025,8,18,Monday,0827,6773
2025,8,19,Tuesday,7234,5421
2025,8,20,Wednesday,1190,7858
2025,8,21,Thursday,5349,6691
2025,8,22,Friday,4182,9737
2025,8,23,Saturday,7736,8068
2025,8,24,Sunday,6824,8477
2025,8,25,Monday,3080,8948
2025,8,26,Tuesday,2638,4976
2025,8,27,Wednesday,4930,5363
2025,8,28,Thursday,5690,8123
2025,8,29,Friday,8585,0166
2025,8,30,Saturday,1738,8677
2025,8,31,Sunday,4316,7650
2025,9,1,Monday,2788,4041
2025,9,2,Tuesday,3653,5145
2025,9,3,Wednesday,3868,6368
2025,9,4,Thursday,7813,4938
2025,9,5,Friday,3653,1603
2025,9,6,Saturday,2936,6837
2025,9,7,Sunday,1268,4880
2025,9,8,Monday,6268,1829
2025,9,9,Tuesday,8549,4617
2025,9,10,Wednesday,7660,4048
2025,9,11,Thursday,5304,1270
2025,9,12,Friday,3299,2894
2025,9,13,Saturday,5086,1906
2025,9,14,Sunday,9227,4181
2025,9,15,Monday,8351,0348
2025,9,16,Tuesday,9823,2510
2025,9,17,Wednesday,0968,0050
2025,9,18,Thursday,1014,8049
2025,9,19,Friday,7736,9619
2025,9,20,Saturday,0869,9719
2025,9,21,Sunday,5200,7297
2025,9,22,Monday,7987,0333
2025,9,23,Tuesday,8988,4198
2025,9,24,Wednesday,9910,7978
2025,9,25,Thursday,8061,7349
2025,9,26,Friday,1175,2379
2025,9,27,Saturday,0503,8205
2025,9,28,Sunday,0954,5001
2025,9,29,Monday,1563,1148
2025,9,30,Tuesday,6287,0785
2025,10,1,Wednesday,7486,1285
2025,10,2,Thursday,0883,6559
2025,10,3,Friday,9269,6345
2025,10,4,Saturday,6603,5986
2025,10,5,Sunday,1306,9920
2025,10,6,Monday,4329,2326
2025,10,7,Tuesday,0635,7735
2025,10,8,Wednesday,3348,4403
2025,10,9,Thursday,8532,2024
2025,10,10,Friday,4504,8051
2025,10,11,Saturday,1090,6405
2025,10,12,Sunday,5926,1208
2025,10,13,Monday,5945,0401
2025,10,14,Tuesday,6728,0971
2025,10,15,Wednesday,5976,9110
2025,10,16,Thursday,7964,6825
2025,10,17,Friday,0262,2046
2025,10,18,Saturday,1697,5614
2025,10,19,Sunday,0757,9947
2025,10,20,Monday,8178,1527
2025,10,21,Tuesday,7015,7206
2025,10,22,Wednesday,2001,6214
2025,10,23,Thursday,2597,0908
2025,10,24,Friday,0417,6476
2025,10,25,Saturday,8130,6721
2025,10,26,Sunday,1115,8732
2025,10,27,Monday,3965,8971
2025,10,28,Tuesday,8162,1750
2025,10,29,Wednesday,2624,1310
2025,10,30,Thursday,3722,9820
2025,10,31,Friday,2189,9727
2025,11,1,Saturday,8836,8642
2025,11,2,Sunday,1979,7343
2025,11,3,Monday,4987,7920
2025,11,4,Tuesday,1669,8256
2025,11,5,Wednesday,2365,8575
2025,11,6,Thursday,4043,4757
2025,11,7,Friday,1549,3185
2025,11,8,Saturday,6190,0933
2025,11,9,Sunday,9819,8954
2025,11,10,Monday,8776,7457
2025,11,11,Tuesday,4036,0246
2025,11,12,Wednesday,5707,8860
2025,11,13,Thursday,5400,4562
2025,11,14,Friday,8088,3254
2025,11,15,Saturday,1228,3082
2025,11,16,Sunday,5299,7453
2025,11,17,Monday,3363,0628
2025,11,18,Tuesday,5193,5332
2025,11,19,Wednesday,2958,8764
2025,11,20,Thursday,3126,5636
2025,11,21,Friday,5908,8931
2025,11,22,Saturday,4373,6170
2025,11,23,Sunday,6709,8895
2025,11,24,Monday,3225,4721
2025,11,25,Tuesday,3920,3774
2025,11,26,Wednesday,6718,2702
2025,11,27,Thursday,3058,9002
2025,11,28,Friday,9885,4199
2025,11,29,Saturday,3655,2444
2025,11,30,Sunday,5923,2838
2025,12,1,Monday,4725,8557
2025,12,2,Tuesday,4926,1666
2025,12,3,Wednesday,6722,6527
2025,12,4,Thursday,7800,8152
2025,12,5,Friday,0976,9265
2025,12,6,Saturday,6700,5851
2025,12,7,Sunday,5412,7825
2025,12,8,Monday,1412,8327
2025,12,9,Tuesday,3165,5634
2025,12,10,Wednesday,7950,1580
2025,12,11,Thursday,3980,3153
2025,12,12,Friday,7022,3182
2025,12,13,Saturday,1186,0472
2025,12,14,Sunday,7354,9064
2025,12,15,Monday,2934,7898
2025,12,16,Tuesday,8726,5637
2025,12,17,Wednesday,4563,6352
2025,12,18,Thursday,8565,7328
2025,12,19,Friday,7019,1217
2025,12,20,Saturday,6800,7593
2025,12,21,Sunday,9613,7511
2025,12,22,Monday,5252,5719
2025,12,23,Tuesday,7800,9799
2025,12,24,Wednesday,5622,6679
2025,12,25,Thursday,2021,5942
2025,12,26,Friday,6172,3029
2025,12,27,Saturday,1322,3757
2025,12,28,Sunday,8805,1942
2025,12,29,Monday,0388,4298
2025,12,30,Tuesday,5644,6851
2025,12,31,Wednesday,2768,1423
2026,1,1,Thursday,0469,7480
2026,1,2,Friday,9771,6020
2026,1,3,Saturday,9965,1617
2026,1,4,Sunday,0991,2054
2026,1,5,Monday,4831,5275
2026,1,6,Tuesday,8379,1723
2026,1,7,Wednesday,1379,6021
2026,1,8,Thursday,2595,2728
2026,1,9,Friday,4127,0581
2026,1,10,Saturday,2508,6110
2026,1,11,Sunday,9836,4364
2026,1,12,Monday,3617,0083
2026,1,13,Tuesday,1485,2937
2026,1,14,Wednesday,6222,6312
2026,1,15,Thursday,1641,8092
2026,1,16,Friday,2946,4348
2026,1,17,Saturday,5586,0217
2026,1,18,Sunday,2730,7006
2026,1,19,Monday,0400,6778
2026,1,20,Tuesday,7716,1504
2026,1,21,Wednesday,4190,8456
2026,1,22,Thursday,7081,9724
2026,1,23,Friday,2007,2346
2026,1,24,Saturday,9612,3358
2026,1,25,Sunday,0192,9586
2026,1,26,Monday,3375,6808
2026,1,27,Tuesday,7631,8603
2026,1,28,Wednesday,8268,4414
2026,1,29,Thursday,7484,8159
2026,1,30,Friday,2088,3994
2026,1,31,Saturday,4780,0310
2026,2,1,Sunday,3705,4355
2026,2,2,Monday,9945,2665
2026,2,3,Tuesday,2040,9234
2026,2,4,Wednesday,6020,9080
2026,2,5,Thursday,6550,4850
2026,2,6,Friday,0439,9609
2026,2,7,Saturday,3105,3681
2026,2,8,Sunday,4917,2982
2026,2,9,Monday,0618,7022
2026,2,10,Tuesday,1240,0842
2026,2,11,Wednesday,7555,2689
2026,2,12,Thursday,9494,0746
2026,2,13,Friday,1436,6978
2026,2,14,Saturday,6941,2423
2026,2,15,Sunday,7360,9951
2026,2,16,Monday,5999,5159
2026,2,17,Tuesday,6430,9673
2026,2,18,Wednesday,4919,6388
2026,2,19,Thursday,9586,5743
2026,2,20,Friday,9858,8982
2026,2,21,Saturday,7656,5774
2026,2,22,Sunday,4785,
